time,x,y,z,sensor_type,sensor_delay
341177268457,0.0025866237,0.01389512,-0.6331947,11,3
341396476220,0.05714364,0.08363135,-0.636639,11,3
341615714501,0.11906643,0.1598218,-0.63087213,11,3
341839774559,0.1907401,0.25690734,-0.618214,11,3
342060996483,0.25742355,0.34834117,-0.60437673,11,3
342280936669,0.33094597,0.42933518,-0.57824206,11,3
342500480127,0.39707556,0.48424977,-0.54180866,11,3
342733787010,0.45210525,0.5382598,-0.49441722,11,3
342953238915,0.46530467,0.55070394,-0.4879117,11,3
343172751859,0.45807216,0.5353256,-0.5054369,11,3
343399772125,0.40081313,0.4690307,-0.5599764,11,3
343631156402,0.32241666,0.38661194,-0.6070704,11,3
343851218656,0.25112414,0.30375046,-0.64657706,11,3
344071372465,0.1543856,0.19606666,-0.6836249,11,3
344291007473,0.0575789,0.097455084,-0.7014936,11,3
344510917141,-0.019238375,0.023454025,-0.6830605,11,3
344730948878,-0.06873383,-0.032717805,-0.6715338,11,3
344949363183,-0.0721261,-0.036925413,-0.6793903,11,3
345171195459,-0.053123873,-0.013317977,-0.6883358,11,3
345390464257,-0.0580367,-0.015793841,-0.69279903,11,3
345609855125,-0.09451577,-0.060874913,-0.68282217,11,3
345828940822,-0.15292858,-0.16609356,-0.6259635,11,3
346049338773,-0.10676094,-0.37490314,-0.2882372,11,3
346268821193,0.1149463,-0.50699234,0.13577522,11,3
346492209867,-0.016713828,-0.6001498,-0.06349991,11,3
346711204007,-0.30646428,-0.5977043,-0.36025378,11,3
346930381255,-0.43216732,-0.5917065,-0.41313916,11,3
347151114901,-0.49625364,-0.58962923,-0.41526532,11,3
347382224516,-0.51176274,-0.5743463,-0.42710048,11,3
347601401762,-0.4761578,-0.53492993,-0.4682733,11,3
347820762111,-0.4148882,-0.4705584,-0.52261347,11,3
348040519191,-0.34653375,-0.39423734,-0.5716504,11,3
348259452294,-0.2788984,-0.31155527,-0.61329585,11,3
348478995757,-0.2137022,-0.23400742,-0.64717937,11,3
348699576810,-0.14574552,-0.16169742,-0.6725697,11,3
348919883208,-0.09281069,-0.10119519,-0.6870082,11,3
349139335112,-0.05286631,-0.047175556,-0.69626474,11,3
349359183746,-0.03838136,-0.027201144,-0.69771504,11,3
349578574613,-0.045109235,-0.039822996,-0.6907533,11,3
349797690822,-0.053615555,-0.056565728,-0.67850333,11,3
350018241358,-0.05270286,-0.061561815,-0.66799515,11,3
350237143946,-0.053019565,-0.063227944,-0.6694843,11,3
350455619286,-0.059312858,-0.062385693,-0.6797239,11,3
350674247216,-0.061675593,-0.057099164,-0.6835491,11,3
350892875145,-0.06043997,-0.05562818,-0.6816625,11,3
