time,x,y,z,sensor_type,sensor_delay
139051530446022,8.734689,0.37905478,4.8746433,9,0
139051532612770,8.79637,0.4025762,4.780614,9,0
139051566121069,8.840773,0.42572,4.698357,9,0
139051568043676,8.867533,0.44820186,4.628434,9,0
139051571003881,8.87631,0.46973324,4.571337,9,0
139051573140111,8.866904,0.4900301,4.527437,9,0
139051599659887,8.838923,0.50882614,4.497155,9,0
139051602284400,8.792007,0.5258743,4.4808536,9,0
139051604542700,8.726242,0.5409652,4.4785967,9,0
139051630207985,8.640127,0.55383205,4.4913588,9,0
139051631978004,8.535786,0.5643984,4.517882,9,0
139051634175270,8.410643,0.572291,4.559722,9,0
139051659138648,8.266681,0.5774404,4.615573,9,0
139051661091773,8.104375,0.57966954,4.684992,9,0
139051663228003,7.924308,0.578815,4.767418,9,0
139051689534154,7.7271523,0.57473004,4.862185,9,0
139051691487279,7.5129867,0.56720704,4.9689474,9,0
139051694111790,7.28273,0.55615795,5.086804,9,0
139051720173804,7.0373654,0.54153,5.214795,9,0
139051736805884,6.777761,0.52327466,5.3520103,9,0
139051739827124,6.504853,0.5013624,5.497482,9,0
139051742817847,6.219826,0.47580606,5.650088,9,0
139051748219458,5.9232206,0.44650167,5.8090396,9,0
139051787892310,5.6165895,0.41351768,5.9729767,9,0
139051789784400,5.301002,0.3768305,6.140782,9,0
139051792042700,4.977805,0.3364836,6.3111944,9,0
139051794148413,4.648741,0.29263574,6.4828057,9,0
139051795826880,4.314983,0.24534392,6.6545596,9,0
139051823079077,3.9783268,0.19483393,6.825293,9,0
139051825093237,3.6403553,0.14129826,6.9941425,9,0
139051827595678,3.3031528,0.085090265,7.160263,9,0
139051852436988,2.9679887,0.026341408,7.3232985,9,0
139051854298560,2.637211,-0.034476165,7.482607,9,0
139051856495825,2.3129911,-0.09692618,7.637713,9,0
139051882039040,1.9970641,-0.16072574,7.788389,9,0
139051883809059,1.6915126,-0.22543153,7.9343023,9,0
139051885975807,1.3983337,-0.29058996,8.075153,9,0
139051911702124,1.1193554,-0.35578376,8.21069,9,0
139051913594214,0.8563502,-0.42054388,8.340614,9,0
139051915730444,0.6109676,-0.48435906,8.464619,9,0
139051990620583,0.38469195,-0.54670626,8.582437,9,0
139051993824928,0.17894435,-0.60709393,8.693901,9,0
139051996785133,-0.004992068,-0.6649987,8.798904,9,0
139052001881569,-0.16615504,-0.7198915,8.897383,9,0
139052005787818,-0.3037857,-0.77130014,8.989302,9,0
139052012410132,-0.4167861,-0.8188006,9.074596,9,0
139052016407935,-0.50489724,-0.8620461,9.153168,9,0
139052023304907,-0.5673828,-0.9007068,9.224798,9,0
139052064656225,-0.6043073,-0.934564,9.289243,9,0
139052066517797,-0.6149723,-0.963345,9.346069,9,0
139052068654027,-0.60032094,-0.9869918,9.3950205,9,0
139052071003882,-0.56037444,-1.0053432,9.435686,9,0
139052072712866,-0.49564993,-1.0183246,9.467756,9,0
139052074482885,-0.40713072,-1.0259681,9.491039,9,0
139052076191870,-0.29506063,-1.0282259,9.505163,9,0
139052103444068,-0.16208419,-1.0254947,9.510405,9,0
139052105275123,-0.005705029,-1.0173118,9.505554,9,0
139052107380836,0.1698401,-1.0044103,9.491431,9,0
139052109822242,0.3644919,-0.98680043,9.467557,9,0
139052206593482,0.5794533,-0.96427536,9.43294,9,0
139052209706275,0.8104154,-0.93765366,9.38864,9,0
139052214985816,1.0562558,-0.90717804,9.334544,9,0
139052217884986,1.3143834,-0.87335867,9.271229,9,0
139052222828834,1.5836172,-0.8364246,9.198742,9,0
139052225758522,1.8621744,-0.7967049,9.117519,9,0
139052228566139,2.148693,-0.75444317,9.0278845,9,0
139052233662575,2.4415598,-0.70993936,8.930365,9,0
139052236378639,2.7386563,-0.66360587,8.825817,9,0
139052239155739,3.0384142,-0.6157498,8.7148285,9,0
139052280568090,3.3373322,-0.5670844,8.599255,9,0
139052285511937,3.6351926,-0.5176364,8.4789505,9,0
139052287831273,3.9300175,-0.4678211,8.355,9,0
139052290089573,4.2199697,-0.41805008,8.228484,9,0
139052294514623,4.50332,-0.36874023,8.100473,9,0
139052296833959,4.778046,-0.32040107,7.972331,9,0
139052299183812,5.042663,-0.27344027,7.8449855,9,0
139052303639379,5.2954316,-0.22833902,7.7196054,9,0
139052331410376,5.5346937,-0.18557146,7.5972977,9,0
139052335347144,5.758885,-0.14560206,7.479119,9,0
139052338948218,5.966523,-0.10889542,7.366044,9,0
139052340718238,6.156236,-0.075909555,7.2590723,9,0
139052344716041,6.3267508,-0.04710497,7.1591463,9,0
139052376179663,6.476921,-0.022940218,7.0671306,9,0
139052378071753,6.6059456,-0.0038041882,6.9837303,9,0
139052380269018,6.712979,0.009872696,6.909553,9,0
139052382435766,6.797595,0.017769936,6.844983,9,0
139052411183325,6.859122,0.019482344,6.790364,9,0
139052415486303,6.897341,0.014754712,6.745784,9,0
139052417408910,6.91203,0.003341902,6.711223,9,0
139052419087377,6.902945,-0.015007937,6.686569,9,0
139052450123756,6.8705335,-0.040333975,6.671398,9,0
139052451954811,6.813258,-0.07341336,6.66586,9,0
139052454152076,6.732983,-0.113913804,6.6689687,9,0
139052479420631,6.62939,-0.16236624,6.680377,9,0
139052481404274,6.505076,-0.21829066,6.6988487,9,0
139052483571022,6.359812,-0.2823675,6.7239423,9,0
139052513539281,6.194492,-0.35491163,6.754878,9,0
139052515797582,6.010347,-0.43613815,6.790794,9,0
139052518635717,5.808529,-0.52631116,6.8308663,9,0
139052569844215,5.5906024,-0.6254833,6.8742075,9,0
139052572194069,5.355,-0.7353629,6.9205375,9,0
139052574238747,5.109225,-0.8526666,6.9680033,9,0
139052578389137,4.8514977,-0.9793019,7.016363,9,0
139052580403297,4.583686,-1.1150641,7.064844,9,0
139052582478492,4.3074894,-1.2598372,7.112759,9,0
139052619496312,4.0244684,-1.4135678,7.159484,9,0
139052622151342,3.735496,-1.5766968,7.204465,9,0
139052625172582,3.4428024,-1.7485244,7.247105,9,0
139052627827611,3.14797,-1.9287858,7.2868814,9,0
139052629994359,2.8524442,-2.1172717,7.3233166,9,0
139052661427467,2.5579047,-2.3134582,7.3559985,9,0
139052663777320,2.2640135,-2.5190964,7.3843536,9,0
139052666432349,1.9755228,-2.729614,7.408504,9,0
139052669117896,1.6925993,-2.9461343,7.427943,9,0
139052700093237,1.4165152,-3.1681623,7.442389,9,0
139052702687231,1.1483743,-3.3953435,7.4515166,9,0
139052705403295,0.88960814,-3.6263976,7.455194,9,0
139052708149877,0.64130247,-3.8603778,7.453211,9,0
139052760975806,0.4042238,-4.0968876,7.445178,9,0
139052763478248,0.17929256,-4.3344774,7.431108,9,0
139052765553443,-0.032896757,-4.572611,7.4107313,9,0
139052767781226,-0.23176247,-4.809922,7.3842306,9,0
139052771962134,-0.41690254,-5.0498323,7.34931,9,0
139052774189917,-0.5879257,-5.286225,7.308813,9,0
139052807911841,-0.7445698,-5.5180554,7.2629085,9,0
139052810444801,-0.88660794,-5.744459,7.211687,9,0
139052814290015,-1.0139128,-5.9645543,7.155325,9,0
139052816548316,-1.1264355,-6.177524,7.0940304,9,0
139052850270239,-1.2242869,-6.3825517,7.0281496,9,0
139052852711646,-1.307406,-6.579078,6.957812,9,0
139052855519263,-1.3760473,-6.766468,6.8834934,9,0
139052858113257,-1.4303433,-6.9442625,6.805581,9,0
139052860402075,-1.4704677,-7.1120977,6.7245474,9,0
139052893483130,-1.4968201,-7.2696943,6.6410694,9,0
139052895741431,-1.5095547,-7.416903,6.5556903,9,0
139052897847144,-1.5074245,-7.5535946,6.4682455,9,0
139052899891821,-1.4944634,-7.6801314,6.3813686,9,0
139052953846900,-1.4687232,-7.7962623,6.294857,9,0
139052956196754,-1.4304547,-7.902089,6.209537,9,0
139052959034888,-1.3799502,-7.997746,6.1262574,9,0
139052961781470,-1.3174865,-8.083384,6.045843,9,0
139052964192358,-1.2433474,-8.159166,5.9690986,9,0
139052966481177,-1.1577508,-8.225262,5.896819,9,0
139052996907201,-1.0603683,-8.281706,5.829847,9,0
139052999257055,-0.9506612,-8.328489,5.769144,9,0
139053002400366,-0.8323518,-8.366995,5.71505,9,0
139053004933325,-0.7041089,-8.396894,5.668557,9,0
139053034413306,-0.5665527,-8.418468,5.630159,9,0
139053036274879,-0.4191395,-8.431499,5.6005964,9,0
139053038441626,-0.26242423,-8.436094,5.5801997,9,0
139053040303200,-0.09937501,-8.433333,5.568192,9,0
139053077412573,0.07186541,-8.422167,5.5657916,9,0
139053079274145,0.24892181,-8.40338,5.5721946,9,0
139053081105200,0.43288717,-8.375971,5.588288,9,0
139053082875219,0.62247163,-8.340061,5.613645,9,0
139053151204079,0.8194608,-8.293848,5.649582,9,0
139053153187721,1.018898,-8.239795,5.6932087,9,0
139053155629127,1.2209325,-8.177022,5.744704,9,0
139053157917945,1.4237581,-8.106203,5.802834,9,0
139053159840553,1.6263869,-8.027461,5.8668823,9,0
139053162220924,1.8292675,-7.9394917,5.937248,9,0
139053164143531,2.0312955,-7.842575,6.013183,9,0
139053190998999,2.2306914,-7.738017,6.093315,9,0
139053192982641,2.4277606,-7.62437,6.17807,9,0
139053195424048,2.6218512,-7.501479,6.2669806,9,0
139053197773901,2.8121114,-7.369591,6.359303,9,0
139053223469703,2.9979644,-7.228524,6.4544992,9,0
139053225361793,3.1787813,-7.0783415,6.551895,9,0
139053228169410,3.354065,-6.9190207,6.650886,9,0
139053253010718,3.5234675,-6.750372,6.750982,9,0
139053254872290,3.6866713,-6.5724154,6.8516808,9,0
139053257069555,3.8433247,-6.385727,6.9523687,9,0
139053281971900,3.993542,-6.188798,7.0531373,9,0
139053290120094,4.1368923,-5.9835296,7.1530995,9,0
139053291920631,4.273235,-5.7705374,7.251807,9,0
139053293721168,4.4024925,-5.550183,7.3489017,9,0
139053320240943,4.5247107,-5.321167,7.4443684,9,0
139053322133033,4.6396723,-5.086631,7.5372815,9,0
139053324543921,4.7473364,-4.8457417,7.627433,9,0
139053372151343,4.8475933,-4.598948,7.7143326,9,0
139053374073951,4.9404454,-4.3492312,7.797237,9,0
139053376271216,5.025582,-4.094254,7.8758245,9,0
139053379902808,5.1028748,-3.8346708,7.9495463,9,0
139053381703346,5.1722198,-3.5709834,8.017909,9,0
139053411244361,5.233463,-3.303049,8.080452,9,0
139053413044898,5.2868376,-3.03261,8.136928,9,0
139053415059058,5.3323116,-2.7596474,8.187006,9,0
139053416829077,5.3698997,-2.484294,8.230375,9,0
139053470326393,5.3996367,-2.2067866,8.266715,9,0
139053472187965,5.421342,-1.9267492,8.295502,9,0
139053473866432,5.435547,-1.6462754,8.316832,9,0
139053475636451,5.4418397,-1.3645715,8.329946,9,0
139053477528541,5.440184,-1.0819626,8.334419,9,0
139053480915992,5.4305286,-0.79862905,8.32979,9,0
139053507924047,5.4129915,-0.5149559,8.315767,9,0
139053511616675,5.3875284,-0.23073488,8.291863,9,0
139053513508764,5.3543777,0.053874135,8.257914,9,0
139053529011694,5.313867,0.33872163,8.213852,9,0
139053591664282,5.2663946,0.62364167,8.15967,9,0
139053593464819,5.212283,0.9086604,8.095216,9,0
139053595692602,5.1521487,1.1932011,8.02076,9,0
139053597859350,5.0864353,1.4769261,7.936378,9,0
139053601216285,5.015366,1.7597971,7.8418884,9,0
139053602986304,4.9393144,2.041422,7.7374473,9,0
139053604695288,4.858575,2.3215156,7.6231728,9,0
139053606434790,4.7734513,2.5997813,7.4992414,9,0
139053648701636,4.6843357,2.875802,7.365984,9,0
139053653065650,4.59057,3.150957,7.2216754,9,0
139053655323950,4.4943795,3.4219563,7.0699687,9,0
139053660603491,4.39525,3.6900144,6.909093,9,0
139053666707006,4.294216,3.9539063,6.740413,9,0
139053673146216,4.1913695,4.2139072,6.5632925,9,0
139053720326392,4.0872564,4.469536,6.378231,9,0
139053724659888,3.9817924,4.721232,6.1843166,9,0
139053726704566,3.8757362,4.9680357,5.982958,9,0
139053728444068,3.7694132,5.209608,5.774626,9,0
139053730183570,3.6630316,5.445746,5.5596046,9,0
139053746113744,3.5569255,5.676064,5.338619,9,0
139053749012914,3.4509866,5.9008555,5.1109843,9,0
139053817006079,3.3462942,6.1188416,4.879594,9,0
139053820027319,3.242863,6.3303156,4.6437025,9,0
139053823628393,3.1410546,6.5351415,4.4036036,9,0
139053827595678,3.0412595,6.733104,4.1598067,9,0
139053830769506,2.9438791,6.9238667,3.9132159,9,0
139053833668676,2.849046,7.107359,3.6638741,9,0
139053837666478,2.7569478,7.2833524,3.4123993,9,0
139053840596165,2.6676872,7.4516954,3.1591542,9,0
139053843434301,2.581326,7.612286,2.9042137,9,0
139053877400366,2.4969268,7.7661834,2.6409469,9,0
139053879292456,2.4161835,7.911603,2.3793666,9,0
139053881550758,2.3392873,8.048447,2.1190116,9,0
139053883564918,2.2665637,8.176579,1.8598492,9,0
139053886891334,2.1984324,8.295887,1.6022992,9,0
139053888752906,2.1353364,8.406326,1.3469582,9,0
139053918293922,2.077695,8.5079155,1.0943652,9,0
139053920216530,2.025928,8.600658,0.84469473,9,0
139053922413795,1.9803323,8.684656,0.5985922,9,0
139053926289527,1.9412313,8.759953,0.3563472,9,0
139053999562232,1.9088932,8.826632,0.11838925,9,0
139054001484839,1.8838178,8.884579,-0.11538802,9,0
139054003712623,1.8660712,8.934055,-0.3441086,9,0
139054007435768,1.8558531,8.975194,-0.56729656,9,0
139054009205787,1.8535006,9.0079975,-0.7847681,9,0
139054011219948,1.859159,9.0326,-0.9962133,9,0
139054012959450,1.8727822,9.049271,-1.2012663,9,0
139054014698952,1.89426,9.058326,-1.3996335,9,0
139054048146215,1.9235601,9.060015,-1.5911859,9,0
139054051442113,1.9606237,9.054568,-1.7758795,9,0
139054057148900,2.0052452,9.042262,-1.95369,9,0
139054059254613,2.0572724,9.0232525,-2.1247025,9,0
139054061116186,2.1182756,8.996373,-2.2898254,9,0
139054090718238,2.1850696,8.963929,-2.4479465,9,0
139054092549293,2.2590652,8.924817,-2.5998068,9,0
139054094777076,2.3400922,8.879152,-2.745624,9,0
139054098378150,2.427969,8.827068,-2.8856764,9,0
139054126271216,2.5226824,8.768531,-3.020346,9,0
139054130391089,2.6234279,8.704064,-3.1498005,9,0
139054137013403,2.7297578,8.633858,-3.274305,9,0
139054140980688,2.841289,8.557997,-3.394102,9,0
139054169758764,2.9579475,8.476277,-3.5094552,9,0
139054171681373,3.0786998,8.389371,-3.620289,9,0
139054173512427,3.2035267,8.297142,-3.7267163,9,0
139054223866430,3.3653905,8.170046,-3.8391428,9,0
139054225789037,3.5303874,8.038605,-3.9464195,9,0
139054227986303,3.694773,7.9064927,-4.0478654,9,0
139054231770483,3.8586755,7.7737565,-4.143549,9,0
139054233509985,4.022488,7.6400943,-4.2334976,9,0
139054263966529,4.186549,7.5051312,-4.3175936,9,0
139054265797584,4.3502846,7.3692284,-4.3955755,9,0
139054267964332,4.513601,7.232241,-4.4670706,9,0
139054271748512,4.6765013,7.093882,-4.53162,9,0
139054299122778,4.839326,6.953467,-4.588628,9,0
139054303303686,5.0012517,6.8115106,-4.63792,9,0
139054305348364,5.162509,6.667355,-4.678992,9,0
139054307148901,5.32283,6.52085,-4.7116413,9,0
139054337056128,5.4819474,6.371773,-4.735734,9,0
139054338887183,5.6395926,6.2198005,-4.751172,9,0
139054344319312,5.7954493,6.064576,-4.7579093,9,0
139054395405737,5.9500666,5.9041696,-4.7550273,9,0
139054397175756,6.1011395,5.7416377,-4.7446327,9,0
139054404286353,6.2492514,5.5746503,-4.725562,9,0
139054406086890,6.393944,5.403032,-4.698014,9,0
139054407978979,6.535273,5.2254477,-4.6614604,9,0
139054409748999,6.672801,5.042292,-4.6164436,9,0
139054443135230,6.806851,4.852076,-4.5622916,9,0
139054445637671,6.936816,4.657074,-4.5006886,9,0
139054460957495,7.0631685,4.455976,-4.431011,9,0
139054462727514,7.1860566,4.248734,-4.353451,9,0
139054464528051,7.30571,4.0347624,-4.267874,9,0
139054490620582,7.4219112,3.815072,-4.1752024,9,0
139054492482154,7.535988,3.5832705,-4.071683,9,0
139054494801490,7.6466064,3.3448272,-3.9610713,9,0
139054496968238,7.7534013,3.1010025,-3.8444586,9,0
139054522328346,7.8562484,2.8516955,-3.7220457,9,0
139054524189918,7.9552326,2.5949934,-3.5928714,9,0
139054526570289,8.0499115,2.333099,-3.4584944,9,0
139054552327124,8.140121,2.0657308,-3.3188896,9,0
139054554371802,8.225667,1.7925429,-3.1739502,9,0
139054556813208,8.306311,1.5124179,-3.0230477,9,0
139054583546607,8.381676,1.228805,-2.868366,9,0
139054585347144,8.451364,0.939767,-2.7086973,9,0
139054587635963,8.514999,0.6462209,-2.54462,9,0
139054613026587,8.57211,0.34779233,-2.3758972,9,0
139054620839087,8.622279,0.044936,-2.2028353,9,0
139054622670141,8.665129,-0.2615812,-2.0259643,9,0
139054624379125,8.698589,-0.57945067,-1.8403993,9,0
139054657277076,8.723852,-0.89928484,-1.6522439,9,0
139054661610572,8.740295,-1.220712,-1.4618096,9,0
139054674183815,8.747234,-1.5434699,-1.2693287,9,0
139054676106422,8.744092,-1.8670144,-1.0752108,9,0
139054706288305,8.730261,-2.1909404,-0.8797827,9,0
139054710743872,8.705241,-2.5147102,-0.6834849,9,0
139054712910620,8.668358,-2.8381248,-0.48657608,9,0
139054714619604,8.619174,-3.1606398,-0.2895754,9,0
139054716328589,8.557303,-3.481654,-0.093058765,9,0
139054746022193,8.482624,-3.8002965,0.102226675,9,0
139054747853248,8.394763,-4.116037,0.29576373,9,0
139054751698463,8.293522,-4.428234,0.48699766,9,0
139054778035132,8.1768265,-4.737858,0.6763803,9,0
139054779896704,8.045509,-5.0434427,0.8629513,9,0
139054782185522,7.9011507,-5.343236,1.0456359,9,0
139054807087866,7.743136,-5.6370645,1.2243145,9,0
139054808918921,7.571356,-5.9244447,1.3986967,9,0
139054811238258,7.3865085,-6.204515,1.5682768,9,0
139054838551490,7.188305,-6.4769044,1.7328297,9,0
